episode	text_per_tr	words_per_tr	onsets_per_tr	durations_per_tr
s03e16b	 way. it doesn't just make it	"['way', 'it', ""doesn't"", 'just', 'make', 'it']"	[527.445, 527.685, 527.765, 527.925, 528.16504, 528.325]	[0.2399999999998954, 0.08000000000004093, 0.15999999999996817, 0.2400400000000218, 0.15996000000006916, 0.15999999999996817]
s03e16b	 better, okay? okay,	['better', 'okay', 'okay']	[528.485, 529.04504, 529.60504]	[0.5, 0.5, 0.39995999999996457]
s03e16b	 okay.	['okay']	[530.005]	[0.5]
s03e16b		[]	[]	[]
s03e16b		['right']	[534.26]	[0.5]
s03e16b	 i think you should	['i', 'think', 'you', 'should']	[535.54004, 535.62006, 535.86005, 536.02]	[0.08001999999999043, 0.23999000000003434, 0.15994999999998072, 0.1600500000000693]
s03e16b	 go.	['go']	[536.18005]	[0.5]
s03e16b		[]	[]	[]
s03e16b	 what? i	['what', 'i', 'i']	[539.22003, 540.34, 540.635]	[0.5, 0.21499999999991815, 0.07997000000000298]
s03e16b	 really think you need to go now.	['really', 'think', 'you', 'need', 'to', 'go', 'now']	[540.71497, 540.955, 541.035, 541.275, 541.515, 541.595, 541.755]	[0.24003000000004704, 0.07999999999992724, 0.2400000000000091, 0.2400000000000091, 0.08000000000004093, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 okay, okay--	['okay', 'okay']	[545.675, 546.15497]	[0.47997000000009393, 0.5]
s03e16b		['right']	[547.78]	[0.4800000000000182]
s03e16b	 this morning, you said there was nothing	['this', 'morning', 'you', 'said', 'there', 'was', 'nothing']	[548.42004, 548.66003, 548.9, 548.98004, 549.22003, 549.30005, 549.46]	[0.23999000000003434, 0.23996999999997115, 0.08004000000005362, 0.23998999999992066, 0.08002000000010412, 0.15994999999998072, 0.31999999999993634]
s03e16b	 so big that we couldn't work	"['so', 'big', 'that', 'we', ""couldn't"", 'work']"	[549.78, 549.94, 550.18005, 550.42004, 550.66003, 550.98004]	[0.16000000000008185, 0.24004999999999654, 0.23998999999992066, 0.23999000000003434, 0.3200100000000248, 0.23998999999992066]
s03e16b	 past it together. what the hell	['past', 'it', 'together', 'what', 'the', 'hell']	[551.22003, 551.46, 551.78, 552.10004, 552.26, 552.34]	[0.23997000000008484, 0.31999999999993634, 0.3200400000000627, 0.15995999999995547, 0.08000000000004093, 0.2400000000000091]
s03e16b	 did i know? look, there's got to be a	"['did', 'i', 'know', 'look', 'look', ""there's"", 'got', 'to', 'be', 'a']"	[552.58, 552.82, 552.9, 553.14, 553.30005, 553.46, 553.78, 553.94, 554.02, 554.18005]	[0.2400000000000091, 0.07999999999992724, 0.2400000000000091, 0.1600500000000693, 0.15994999999998072, 0.31999999999993634, 0.16000000000008185, 0.07999999999992724, 0.1600500000000693, 0.07994999999993979]
s03e16b	 way we can work past this,	['way', 'we', 'can', 'work', 'past', 'this']	[554.26, 554.42004, 554.5, 554.74005, 554.9, 555.22003]	[0.16003999999998086, 0.07996000000002823, 0.24004999999999654, 0.15994999999998072, 0.3200299999999743, 0.5]
s03e16b	 okay?	['okay', 'right']	[555.78, 556.885]	[0.5, 0.15999999999996817]
s03e16b	 i can't imagine... i can't	"['i', ""can't"", 'imagine', 'i', ""can't""]"	[557.045, 557.285, 557.52496, 558.005, 558.165]	[0.2400000000000091, 0.2399599999999964, 0.4800400000000309, 0.15999999999996817, 0.23997000000008484]
s03e16b	 imagine my life without you	['imagine', 'my', 'life', 'without', 'you']	[558.40497, 558.805, 558.96497, 559.365, 559.765]	[0.4000299999999015, 0.1599700000000439, 0.4000300000000152, 0.39999999999997726, 0.32000000000005]
s03e16b	 you know, without...	['you', 'know', 'without']	[560.085, 560.245, 560.565]	[0.15999999999996817, 0.32000000000005, 0.5]
s03e16b		[]	[]	[]
s03e16b	 without	['without']	[563.925]	[0.5]
s03e16b	 these arms...	['these', 'arms', 'right']	[564.565, 564.885, 565.47]	[0.31999999999993634, 0.5, 0.5]
s03e16b	 and your	['and', 'your']	[566.82996, 566.91]	[0.08003999999993994, 0.32000000000005]
s03e16b	 face and	['face', 'and']	[567.23, 567.99]	[0.5, 0.5]
s03e16b	 your heart-- your good heart,	['heart', 'your', 'good', 'heart']	[568.75, 569.38995, 569.70996, 569.94995]	[0.5, 0.3200100000000248, 0.23998999999992066, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 rach, and... no.	['right', 'no']	[575.825, 575.90497]	[0.03999999999996362, 0.5]
s03e16b		[]	[]	[]
s03e16b	 i can't. you're a	"['i', ""can't"", ""you're"", 'a']"	[578.46497, 578.70496, 579.02496, 579.345]	[0.23999000000003434, 0.31999999999993634, 0.3200400000000627, 0.07999999999992724]
s03e16b	 totally different person to me	['totally', 'different', 'person', 'to', 'me']	[579.425, 579.825, 580.14496, 580.545, 580.625]	[0.40000000000009095, 0.31995999999992364, 0.40003999999998996, 0.08000000000004093, 0.2400000000000091]
s03e16b	 now. i used to	['now', 'i', 'used', 'to']	[580.865, 581.92, 582.07996, 582.31995]	[0.5, 0.15996000000006916, 0.23998999999992066, 0.1600500000000693]
s03e16b	 think of you as somebody that	['think', 'of', 'you', 'as', 'somebody', 'that']	[582.48, 582.63995, 582.72, 583.04, 583.19995, 583.6]	[0.15994999999998072, 0.08005000000002838, 0.31999999999993634, 0.15994999999998072, 0.4000500000000784, 0.23996999999997115]
s03e16b	 would never	['would', 'never']	[583.83997, 584.16]	[0.3200299999999743, 0.5]
s03e16b	 ever, hurt me.	['ever', 'hurt', 'me']	[585.19995, 585.92, 586.31995]	[0.5, 0.3999499999999898, 0.5]
s03e16b	 ever.	['ever']	[587.75995]	[0.5]
s03e16b		['right']	[589.27496]	[0.5]
s03e16b	 god, and now i just can't	"['god', 'and', 'now', 'i', 'just', ""can't""]"	[589.995, 590.315, 590.475, 590.71497, 590.795, 591.035]	[0.32000000000005, 0.15999999999996817, 0.23996999999997115, 0.08002999999996518, 0.2400000000000091, 0.2399599999999964]
s03e16b	 stop picturing you with her.	['stop', 'picturing', 'you', 'with', 'her']	[591.27496, 591.595, 592.15497, 592.315, 592.475]	[0.3200400000000627, 0.5, 0.1600300000000061, 0.15999999999996817, 0.31999999999993634]
s03e16b	 i can't. it doesn't matter what	"['i', ""can't"", 'it', ""doesn't"", 'matter', 'what']"	[592.795, 593.035, 593.355, 593.595, 593.755, 594.15497]	[0.2400000000000091, 0.32000000000005, 0.2400000000000091, 0.15999999999996817, 0.399970000000053, 0.1600300000000061]
s03e16b	 you say or what you do,	['you', 'say', 'or', 'what', 'you', 'do']	[594.315, 594.555, 594.795, 594.95496, 595.115, 595.355]	[0.2399999999998954, 0.2400000000000091, 0.15996000000006916, 0.16003999999998086, 0.2400000000000091, 0.4799600000000055]
s03e16b	 ross. it's just	"['ross', ""it's"", 'just']"	[595.83496, 596.635, 596.875]	[0.5, 0.2400000000000091, 0.39995999999996457]
s03e16b	 changed everything.	['changed', 'everything']	[597.27496, 597.755]	[0.4800400000000309, 0.5]
s03e16b		[]	[]	[]
s03e16b		['right']	[601.35]	[0.2400000000000091]
s03e16b	 forever.	['forever']	[601.59]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[606.815]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 this...	['what']	[612.175]	[0.16000000000008185]
s03e16b		['the']	[612.335]	[0.2400000000000091]
s03e16b	 this can't be	"['this', ""can't"", 'be']"	[614.175, 614.415, 614.655]	[0.2400000000000091, 0.2400000000000091, 0.2400000000000091]
s03e16b	 it. i mean... then	['it', 'right']	[614.895, 615.96]	[0.5, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 how come it is?	['then', 'how', 'come', 'it', 'is']	[621.16003, 621.4, 621.56, 621.80005, 622.04004]	[0.23996999999997115, 0.15999999999996817, 0.24005000000011023, 0.23998999999992066, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 they've been	"['right', ""they've"", 'been']"	[634.02997, 634.19, 634.51]	[0.08002999999996518, 0.31999999999993634, 0.15999999999996817]
s03e16b	 quiet for a long time.	['quiet', 'for', 'a', 'long', 'time']	[634.67, 635.07, 635.23, 635.31, 635.55]	[0.40000000000009095, 0.15999999999996817, 0.07999999999992724, 0.2400000000000091, 0.5]
s03e16b		[]	[]	[]
s03e16b	 maybe she killed him.	['yeah', 'maybe', 'she', 'killed', 'him']	[637.63, 637.79, 638.11, 638.27, 638.58997]	[0.15999999999996817, 0.32000000000005, 0.15999999999996817, 0.3199700000000121, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[642.945]	[0.4799999999999045]
s03e16b	 let's	"[""let's""]"	[643.425]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 go.	['go']	[648.22504]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[659.2]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[668.415]	[0.19500000000005002]
s03e16b		[]	[]	[]
s03e16b	 is that	['right']	[671.17]	[0.5]
s03e16b	 your new	['now', 'say', 'your', 'new']	[672.20996, 672.37, 672.61, 672.76996]	[0.16003999999998086, 0.2400000000000091, 0.15995999999995547, 0.3200100000000248]
s03e16b	 walk?	['walk']	[673.08997]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b	 no. i really	['right', 'now', 'no', 'i', 'really']	[678.265, 678.505, 678.745, 678.905, 679.065]	[0.2400000000000091, 0.2400000000000091, 0.15999999999996817, 0.16000000000008185, 0.31999999999993634]
s03e16b	 have to pee.	['have', 'to', 'pee']	[679.385, 679.625, 679.785]	[0.2400000000000091, 0.15999999999996817, 0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
s03e16b		['right']	[687.0075]	[0.5]
s03e16b		[]	[]	[]
s03e16b		[]	[]	[]
